Id,DateOfPrice,Value
id_3,01/29/2025 00:00:00,17.42
id_4,01/29/2025 00:00:00,13.08
id_0,01/30/2025 00:00:00,15.37
id_1,01/30/2025 00:00:00,15.63
id_2,01/30/2025 00:00:00,15.61
id_3,01/30/2025 00:00:00,17.38
id_4,01/30/2025 00:00:00,13.6
id_0,01/31/2025 00:00:00,15.1
id_1,01/31/2025 00:00:00,15.69
id_2,01/31/2025 00:00:00,15.79
id_3,01/31/2025 00:00:00,17.49
id_4,01/31/2025 00:00:00,13.42
id_0,02/03/2025 00:00:00,15.3
id_1,02/03/2025 00:00:00,15.59
id_2,02/03/2025 00:00:00,15.66
id_3,02/03/2025 00:00:00,17.29
id_4,02/03/2025 00:00:00,13.9
id_0,02/04/2025 00:00:00,15.57
id_1,02/04/2025 00:00:00,15.65
id_2,02/04/2025 00:00:00,16
id_3,02/04/2025 00:00:00,17.29
id_4,02/04/2025 00:00:00,13.99
id_0,02/05/2025 00:00:00,15.43
id_1,02/05/2025 00:00:00,15.61
id_2,02/05/2025 00:00:00,15.96
id_3,02/05/2025 00:00:00,17.41
id_4,02/05/2025 00:00:00,14.13
id_0,02/06/2025 00:00:00,15.37
id_1,02/06/2025 00:00:00,15.49
id_2,02/06/2025 00:00:00,16.02
id_3,02/06/2025 00:00:00,17.2
id_4,02/06/2025 00:00:00,14.31
id_0,02/07/2025 00:00:00,15.31
id_1,02/07/2025 00:00:00,15.24
id_2,02/07/2025 00:00:00,15.81
id_3,02/07/2025 00:00:00,17.17
id_4,02/07/2025 00:00:00,14.32
id_0,02/10/2025 00:00:00,15.13
id_1,02/10/2025 00:00:00,15.06
id_2,02/10/2025 00:00:00,15.9
id_3,02/10/2025 00:00:00,17.28
id_4,02/10/2025 00:00:00,13.95
id_0,02/11/2025 00:00:00,15.32
id_1,02/11/2025 00:00:00,14.9
id_2,02/11/2025 00:00:00,15.98
id_3,02/11/2025 00:00:00,17.56
id_4,02/11/2025 00:00:00,14.2
id_0,02/12/2025 00:00:00,15.19
id_1,02/12/2025 00:00:00,14.95
id_2,02/12/2025 00:00:00,15.96
id_3,02/12/2025 00:00:00,17.52
id_4,02/12/2025 00:00:00,14.37
id_0,02/13/2025 00:00:00,15.87
id_1,02/13/2025 00:00:00,15
id_2,02/13/2025 00:00:00,16.03
id_3,02/13/2025 00:00:00,17.62
id_4,02/13/2025 00:00:00,13.94
id_0,02/14/2025 00:00:00,16.25
id_1,02/14/2025 00:00:00,15.21
id_2,02/14/2025 00:00:00,16.65
id_3,02/14/2025 00:00:00,17.51
id_4,02/14/2025 00:00:00,13.92
id_0,02/17/2025 00:00:00,16.35
id_1,02/17/2025 00:00:00,15.19
id_2,02/17/2025 00:00:00,16.91
id_3,02/17/2025 00:00:00,17.44
id_4,02/17/2025 00:00:00,14.08
id_0,02/18/2025 00:00:00,16.12
id_1,02/18/2025 00:00:00,15.28
id_2,02/18/2025 00:00:00,16.63
id_3,02/18/2025 00:00:00,17.46
id_4,02/18/2025 00:00:00,14.34
id_0,02/19/2025 00:00:00,16.34
id_1,02/19/2025 00:00:00,15.15
id_2,02/19/2025 00:00:00,16.43
id_3,02/19/2025 00:00:00,17.46
id_4,02/19/2025 00:00:00,13.82
id_0,02/20/2025 00:00:00,16.27
id_1,02/20/2025 00:00:00,15.21
id_2,02/20/2025 00:00:00,16.46
id_3,02/20/2025 00:00:00,17.52
id_4,02/20/2025 00:00:00,14.41
id_0,02/21/2025 00:00:00,16.84
id_1,02/21/2025 00:00:00,15.1
id_2,02/21/2025 00:00:00,16.3
id_3,02/21/2025 00:00:00,17.56
id_4,02/21/2025 00:00:00,14.84
id_0,02/24/2025 00:00:00,17.3
id_1,02/24/2025 00:00:00,15.07
id_2,02/24/2025 00:00:00,16.68
id_3,02/24/2025 00:00:00,17.62
id_4,02/24/2025 00:00:00,14.6
id_0,02/25/2025 00:00:00,17.11
id_1,02/25/2025 00:00:00,15.37
id_2,02/25/2025 00:00:00,16.98
id_3,02/25/2025 00:00:00,17.73
id_4,02/25/2025 00:00:00,14.77
id_0,02/26/2025 00:00:00,16.88
id_1,02/26/2025 00:00:00,15.27
id_2,02/26/2025 00:00:00,16.5
id_3,02/26/2025 00:00:00,17.85
id_4,02/26/2025 00:00:00,15
id_0,02/27/2025 00:00:00,16.81
id_1,02/27/2025 00:00:00,15.4
id_2,02/27/2025 00:00:00,16.58
id_3,02/27/2025 00:00:00,17.91
id_4,02/27/2025 00:00:00,14.29
id_0,02/28/2025 00:00:00,16.45
id_1,02/28/2025 00:00:00,15.48
id_2,02/28/2025 00:00:00,17.02
id_3,02/28/2025 00:00:00,17.77
id_4,02/28/2025 00:00:00,14.67
id_0,03/03/2025 00:00:00,16.58
id_1,03/03/2025 00:00:00,15.82
id_2,03/03/2025 00:00:00,17.02
id_3,03/03/2025 00:00:00,17.76
id_4,03/03/2025 00:00:00,14.43
id_0,03/04/2025 00:00:00,16.83
id_1,03/04/2025 00:00:00,15.85
id_2,03/04/2025 00:00:00,17.31
id_3,03/04/2025 00:00:00,17.94
id_4,03/04/2025 00:00:00,14.29
id_0,03/05/2025 00:00:00,16.48
id_1,03/05/2025 00:00:00,16.16
id_2,03/05/2025 00:00:00,16.99
id_3,03/05/2025 00:00:00,17.78
id_4,03/05/2025 00:00:00,14.76
id_0,03/06/2025 00:00:00,17.19
id_1,03/06/2025 00:00:00,16.4
id_2,03/06/2025 00:00:00,16.55
id_3,03/06/2025 00:00:00,17.73
id_4,03/06/2025 00:00:00,15.27
id_0,03/07/2025 00:00:00,17.25
id_1,03/07/2025 00:00:00,16.59
id_2,03/07/2025 00:00:00,16.5
id_3,03/07/2025 00:00:00,17.66
id_4,03/07/2025 00:00:00,15.28
id_0,03/10/2025 00:00:00,17.35
id_1,03/10/2025 00:00:00,16.73
id_2,03/10/2025 00:00:00,16.64
id_3,03/10/2025 00:00:00,17.68
id_4,03/10/2025 00:00:00,14.86
id_0,03/11/2025 00:00:00,17.27
id_1,03/11/2025 00:00:00,16.45
id_2,03/11/2025 00:00:00,16.86
id_3,03/11/2025 00:00:00,17.78
id_4,03/11/2025 00:00:00,14.52
id_0,03/12/2025 00:00:00,17.12
id_1,03/12/2025 00:00:00,16.42
id_2,03/12/2025 00:00:00,16.67
id_3,03/12/2025 00:00:00,17.71
id_4,03/12/2025 00:00:00,14.49
id_0,03/13/2025 00:00:00,17.28
id_1,03/13/2025 00:00:00,16.23
id_2,03/13/2025 00:00:00,16.49
id_3,03/13/2025 00:00:00,17.58
id_4,03/13/2025 00:00:00,14.54
id_0,03/14/2025 00:00:00,17.33
id_1,03/14/2025 00:00:00,16.48
id_2,03/14/2025 00:00:00,16.48
id_3,03/14/2025 00:00:00,17.5
id_4,03/14/2025 00:00:00,14.13
id_0,03/17/2025 00:00:00,17.4
id_1,03/17/2025 00:00:00,16.8
id_2,03/17/2025 00:00:00,16.32
id_3,03/17/2025 00:00:00,17.33
id_4,03/17/2025 00:00:00,13.76
id_0,03/18/2025 00:00:00,17.75
id_1,03/18/2025 00:00:00,16.93
id_2,03/18/2025 00:00:00,16.14
id_3,03/18/2025 00:00:00,17.56
id_4,03/18/2025 00:00:00,13.69
id_0,03/19/2025 00:00:00,17.66
id_1,03/19/2025 00:00:00,16.84
id_2,03/19/2025 00:00:00,16.42
id_3,03/19/2025 00:00:00,17.77
id_4,03/19/2025 00:00:00,13.46
id_0,03/20/2025 00:00:00,17.73
id_1,03/20/2025 00:00:00,17.5
id_2,03/20/2025 00:00:00,16.03
id_3,03/20/2025 00:00:00,17.71
id_4,03/20/2025 00:00:00,13.07
id_0,03/21/2025 00:00:00,17.46
id_1,03/21/2025 00:00:00,17.39
id_2,03/21/2025 00:00:00,15.96
id_3,03/21/2025 00:00:00,17.74
id_4,03/21/2025 00:00:00,12.62
id_0,03/24/2025 00:00:00,17.68
id_1,03/24/2025 00:00:00,17.22
id_2,03/24/2025 00:00:00,15.86
id_3,03/24/2025 00:00:00,17.57
id_4,03/24/2025 00:00:00,12.82
id_0,03/25/2025 00:00:00,18.44
id_1,03/25/2025 00:00:00,17.36
id_2,03/25/2025 00:00:00,15.52
id_3,03/25/2025 00:00:00,17.63
id_4,03/25/2025 00:00:00,13.02
id_0,03/26/2025 00:00:00,18.46
id_1,03/26/2025 00:00:00,17.03
id_2,03/26/2025 00:00:00,15.52
id_3,03/26/2025 00:00:00,17.78
id_4,03/26/2025 00:00:00,12.95
id_0,03/27/2025 00:00:00,18.55
id_1,03/27/2025 00:00:00,16.63
id_2,03/27/2025 00:00:00,15.84
id_3,03/27/2025 00:00:00,17.86
id_4,03/27/2025 00:00:00,13.07
id_0,03/28/2025 00:00:00,18.79
id_1,03/28/2025 00:00:00,16.72
id_2,03/28/2025 00:00:00,15.77
id_3,03/28/2025 00:00:00,17.95
id_4,03/28/2025 00:00:00,12.98
id_0,03/31/2025 00:00:00,19.43
id_1,03/31/2025 00:00:00,16.82
id_2,03/31/2025 00:00:00,16.17
id_3,03/31/2025 00:00:00,17.9
id_4,03/31/2025 00:00:00,12.96
id_0,04/01/2025 00:00:00,19.76
id_1,04/01/2025 00:00:00,17.12
id_2,04/01/2025 00:00:00,16.09
id_3,04/01/2025 00:00:00,18.04
id_4,04/01/2025 00:00:00,12.83
id_0,04/02/2025 00:00:00,20.02
id_1,04/02/2025 00:00:00,17.25
id_2,04/02/2025 00:00:00,16.08
id_3,04/02/2025 00:00:00,17.9
id_4,04/02/2025 00:00:00,12.8
id_0,04/03/2025 00:00:00,20.18
id_1,04/03/2025 00:00:00,17.14
id_2,04/03/2025 00:00:00,16.16
id_3,04/03/2025 00:00:00,17.97
id_4,04/03/2025 00:00:00,12.98
id_0,04/04/2025 00:00:00,20.54
id_1,04/04/2025 00:00:00,17
id_2,04/04/2025 00:00:00,15.93
id_3,04/04/2025 00:00:00,17.98
id_4,04/04/2025 00:00:00,13.11
id_0,04/07/2025 00:00:00,21.22
id_1,04/07/2025 00:00:00,16.7
id_2,04/07/2025 00:00:00,15.88
id_3,04/07/2025 00:00:00,18.09
id_4,04/07/2025 00:00:00,13.19
id_0,04/08/2025 00:00:00,20.83
id_1,04/08/2025 00:00:00,16.46
id_2,04/08/2025 00:00:00,15.63
id_3,04/08/2025 00:00:00,18.1
id_4,04/08/2025 00:00:00,12.98
id_0,04/09/2025 00:00:00,20.7
id_1,04/09/2025 00:00:00,16.98
id_2,04/09/2025 00:00:00,15.6
id_3,04/09/2025 00:00:00,17.94
id_4,04/09/2025 00:00:00,12.64
id_0,04/10/2025 00:00:00,21.41
id_1,04/10/2025 00:00:00,17.45
id_2,04/10/2025 00:00:00,15.65
id_3,04/10/2025 00:00:00,18.06
id_4,04/10/2025 00:00:00,12.73
id_0,04/11/2025 00:00:00,21.41
id_1,04/11/2025 00:00:00,17.94
id_2,04/11/2025 00:00:00,15.59
id_3,04/11/2025 00:00:00,17.99
id_4,04/11/2025 00:00:00,12.13
id_0,04/14/2025 00:00:00,20.71
id_1,04/14/2025 00:00:00,17.57
id_2,04/14/2025 00:00:00,15.99
id_3,04/14/2025 00:00:00,18.17
id_4,04/14/2025 00:00:00,12.21
id_0,04/15/2025 00:00:00,21.3
id_1,04/15/2025 00:00:00,18.04
id_2,04/15/2025 00:00:00,15.84
id_3,04/15/2025 00:00:00,18.12
id_4,04/15/2025 00:00:00,12.27
id_0,04/16/2025 00:00:00,20.97
id_1,04/16/2025 00:00:00,18.14
id_2,04/16/2025 00:00:00,16.02
id_3,04/16/2025 00:00:00,18.11
id_4,04/16/2025 00:00:00,12.66
id_0,04/17/2025 00:00:00,20.94
id_1,04/17/2025 00:00:00,18.04
id_2,04/17/2025 00:00:00,15.92
id_3,04/17/2025 00:00:00,18.17
id_4,04/17/2025 00:00:00,13.21
id_0,04/22/2025 00:00:00,21.35
id_1,04/22/2025 00:00:00,18.08
id_2,04/22/2025 00:00:00,15.94
id_3,04/22/2025 00:00:00,18.32
id_4,04/22/2025 00:00:00,12.79
id_0,04/23/2025 00:00:00,21.14
id_1,04/23/2025 00:00:00,18.15
id_2,04/23/2025 00:00:00,16.24
id_3,04/23/2025 00:00:00,18.34
id_4,04/23/2025 00:00:00,12.93
id_0,04/24/2025 00:00:00,20.97
id_1,04/24/2025 00:00:00,18.14
id_2,04/24/2025 00:00:00,16.19
id_3,04/24/2025 00:00:00,18.32
id_4,04/24/2025 00:00:00,12.88
id_0,04/25/2025 00:00:00,20.69
id_1,04/25/2025 00:00:00,18.12
id_2,04/25/2025 00:00:00,16.35
id_3,04/25/2025 00:00:00,18.44
id_4,04/25/2025 00:00:00,12.95
id_0,04/28/2025 00:00:00,20.41
id_1,04/28/2025 00:00:00,18.49
id_2,04/28/2025 00:00:00,16.19
id_3,04/28/2025 00:00:00,18.57
id_4,04/28/2025 00:00:00,13.04
id_0,04/29/2025 00:00:00,20.52
id_1,04/29/2025 00:00:00,17.9
id_2,04/29/2025 00:00:00,16.19
id_3,04/29/2025 00:00:00,18.46
id_4,04/29/2025 00:00:00,13.02
id_0,04/30/2025 00:00:00,20.76
id_1,04/30/2025 00:00:00,18.36
id_2,04/30/2025 00:00:00,16.36
id_3,04/30/2025 00:00:00,18.58
id_4,04/30/2025 00:00:00,12.87
id_0,05/01/2025 00:00:00,20.56
id_1,05/01/2025 00:00:00,18.32
id_2,05/01/2025 00:00:00,16.28
id_3,05/01/2025 00:00:00,18.48
id_4,05/01/2025 00:00:00,12.67
id_0,05/02/2025 00:00:00,20.8
id_1,05/02/2025 00:00:00,18.24
id_2,05/02/2025 00:00:00,16.44
id_3,05/02/2025 00:00:00,18.57
id_4,05/02/2025 00:00:00,12.74
id_0,05/05/2025 00:00:00,21
id_1,05/05/2025 00:00:00,18.46
id_2,05/05/2025 00:00:00,16.35
id_3,05/05/2025 00:00:00,18.73
id_4,05/05/2025 00:00:00,12.72
id_0,05/06/2025 00:00:00,21.34
id_1,05/06/2025 00:00:00,18.95
id_2,05/06/2025 00:00:00,15.66
id_3,05/06/2025 00:00:00,18.75
id_4,05/06/2025 00:00:00,12.08
